Complaint_ID,Category,Area,Priority,Status,Filing_Date,Resolution_Date,Delay_Days
CMPL-40951,Road Construction,Indra Nagar,High,Resolved,2025-10-16,2025-11-18,33.0
CMPL-40952,Street Light,Basharatpur,Medium,In-Progress,2024-10-05,,
CMPL-40953,Garbage Collection,Indra Nagar,High,In-Progress,2026-02-21,,
CMPL-40954,Garbage Collection,Civil Lines,High,Pending,2025-01-02,,
CMPL-40955,Water Supply,Indra Nagar,High,In-Progress,2024-08-27,,
CMPL-40956,Street Light,Basharatpur,High,Pending,2024-07-13,,
CMPL-40957,Water Supply,Indra Nagar,Low,Resolved,2024-10-24,2024-11-27,34.0
CMPL-40958,Garbage Collection,Golghar,High,Pending,2025-04-01,,
CMPL-40959,Water Supply,Basharatpur,Low,Resolved,2024-08-05,2024-08-14,9.0
CMPL-40960,Road Construction,Mohaddipur,Medium,Resolved,2026-02-09,2026-04-19,69.0
CMPL-40961,Road Construction,Mohaddipur,Low,Pending,2024-08-17,,
CMPL-40962,Water Supply,Civil Lines,High,Resolved,2024-07-18,2024-07-29,11.0
CMPL-40963,Street Light,Civil Lines,Medium,In-Progress,2024-05-29,,
CMPL-40964,Water Supply,Civil Lines,High,Resolved,2024-11-03,2024-11-11,8.0
CMPL-40965,Water Supply,Golghar,Medium,Pending,2025-08-07,,
CMPL-40966,Street Light,Golghar,High,Pending,2026-03-01,,
CMPL-40967,Water Supply,Basharatpur,Medium,In-Progress,2024-11-23,,
CMPL-40968,Sewerage,Mohaddipur,High,Resolved,2025-07-14,2025-08-29,46.0
CMPL-40969,Water Supply,Indra Nagar,Low,Pending,2024-07-01,,
CMPL-40970,Road Construction,Civil Lines,Medium,In-Progress,2025-05-15,,
CMPL-40971,Road Construction,Golghar,High,Resolved,2025-09-10,2025-11-08,59.0
CMPL-40972,Water Supply,Indra Nagar,Low,Resolved,2024-12-11,2025-01-08,28.0
CMPL-40973,Street Light,Indra Nagar,High,Pending,2024-11-08,,
CMPL-40974,Street Light,Basharatpur,Medium,Resolved,2024-04-29,2024-05-05,6.0
CMPL-40975,Garbage Collection,Golghar,Low,Resolved,2026-03-07,2026-04-17,41.0
CMPL-40976,Water Supply,Golghar,Medium,In-Progress,2025-08-22,,
CMPL-40977,Garbage Collection,Basharatpur,High,Resolved,2024-09-15,2024-09-25,10.0
CMPL-40978,Sewerage,Mohaddipur,Medium,Resolved,2026-01-28,2026-03-28,59.0
CMPL-40979,Garbage Collection,Indra Nagar,High,In-Progress,2025-10-23,,
CMPL-40980,Garbage Collection,Mohaddipur,Medium,Pending,2025-01-31,,
CMPL-40981,Garbage Collection,Indra Nagar,High,Resolved,2025-08-05,2025-09-29,55.0
CMPL-40982,Garbage Collection,Golghar,Low,Pending,2026-03-08,,
CMPL-40983,Sewerage,Indra Nagar,Low,In-Progress,2025-05-15,,
CMPL-40984,Street Light,Indra Nagar,Medium,Resolved,2025-09-18,2025-09-27,9.0
CMPL-40985,Garbage Collection,Indra Nagar,Medium,Resolved,2025-10-07,2025-10-26,19.0
CMPL-40986,Water Supply,Golghar,High,In-Progress,2025-07-19,,
CMPL-40987,Street Light,Basharatpur,Low,Resolved,2025-09-07,2025-09-11,4.0
CMPL-40988,Road Construction,Basharatpur,Low,In-Progress,2025-11-08,,
CMPL-40989,Street Light,Indra Nagar,High,Resolved,2024-08-16,2024-08-21,5.0
CMPL-40990,Water Supply,Civil Lines,High,Resolved,2025-10-30,2025-11-16,17.0
CMPL-40991,Garbage Collection,Golghar,Low,In-Progress,2024-07-08,,
CMPL-40992,Street Light,Civil Lines,Low,Resolved,2025-01-25,2025-01-28,3.0
CMPL-40993,Road Construction,Basharatpur,Medium,In-Progress,2024-04-29,,
CMPL-40994,Road Construction,Basharatpur,High,Resolved,2026-04-09,2026-06-20,72.0
CMPL-40995,Garbage Collection,Golghar,High,Pending,2024-11-01,,
CMPL-40996,Garbage Collection,Basharatpur,High,Pending,2024-08-11,,
CMPL-40997,Water Supply,Indra Nagar,Low,Resolved,2025-03-22,2025-05-08,47.0
CMPL-40998,Road Construction,Civil Lines,Medium,In-Progress,2024-07-14,,
CMPL-40999,Water Supply,Civil Lines,High,Resolved,2024-05-28,2024-06-29,32.0
CMPL-41000,Water Supply,Golghar,High,In-Progress,2024-09-25,,
CMPL-41001,Road Construction,Civil Lines,High,Resolved,2026-03-09,2026-07-10,123.0
CMPL-41002,Road Construction,Indra Nagar,High,Pending,2025-02-03,,
CMPL-41003,Street Light,Basharatpur,High,Pending,2024-12-04,,
CMPL-41004,Street Light,Civil Lines,High,Pending,2025-05-06,,
CMPL-41005,Water Supply,Basharatpur,Low,In-Progress,2026-01-09,,
CMPL-41006,Road Construction,Basharatpur,Medium,Resolved,2024-04-29,2024-09-03,127.0
CMPL-41007,Garbage Collection,Indra Nagar,Low,Resolved,2024-09-22,2024-11-18,57.0
CMPL-41008,Sewerage,Civil Lines,Low,Resolved,2025-11-14,2026-01-03,50.0
CMPL-41009,Sewerage,Mohaddipur,Low,In-Progress,2024-08-20,,
CMPL-41010,Sewerage,Civil Lines,High,Pending,2025-03-01,,
CMPL-41011,Road Construction,Civil Lines,Low,Resolved,2025-10-16,2026-01-19,95.0
CMPL-41012,Street Light,Mohaddipur,Medium,In-Progress,2025-02-13,,
CMPL-41013,Road Construction,Mohaddipur,High,Pending,2025-08-28,,
CMPL-41014,Road Construction,Civil Lines,Medium,Pending,2024-05-27,,
CMPL-41015,Garbage Collection,Golghar,High,Pending,2026-01-06,,
CMPL-41016,Water Supply,Golghar,High,Resolved,2024-10-16,2024-12-15,60.0
CMPL-41017,Street Light,Civil Lines,Medium,Pending,2025-04-20,,
CMPL-41018,Sewerage,Mohaddipur,Medium,Resolved,2025-09-09,2025-10-30,51.0
CMPL-41019,Water Supply,Mohaddipur,High,Pending,2025-10-18,,
CMPL-41020,Street Light,Basharatpur,Medium,Resolved,2025-12-18,2025-12-24,6.0
CMPL-41021,Road Construction,Civil Lines,Low,Pending,2025-12-09,,
CMPL-41022,Water Supply,Mohaddipur,Low,In-Progress,2026-03-17,,
CMPL-41023,Water Supply,Basharatpur,Low,Resolved,2025-05-20,2025-06-29,40.0
CMPL-41024,Garbage Collection,Basharatpur,Low,Pending,2024-11-13,,
CMPL-41025,Water Supply,Mohaddipur,High,Resolved,2024-11-16,2024-11-28,12.0
CMPL-41026,Sewerage,Indra Nagar,Medium,In-Progress,2024-06-27,,
CMPL-41027,Street Light,Mohaddipur,Low,In-Progress,2025-11-23,,
CMPL-41028,Street Light,Golghar,Low,Resolved,2026-04-01,2026-04-03,2.0
CMPL-41029,Road Construction,Basharatpur,Low,Resolved,2025-10-15,2026-01-22,99.0
CMPL-41030,Garbage Collection,Mohaddipur,High,In-Progress,2024-06-11,,
CMPL-41031,Road Construction,Indra Nagar,High,Pending,2025-04-02,,
CMPL-41032,Sewerage,Basharatpur,Low,In-Progress,2024-10-12,,
CMPL-41033,Water Supply,Mohaddipur,Medium,Resolved,2025-05-11,2025-06-08,28.0
CMPL-41034,Water Supply,Basharatpur,Medium,Pending,2025-01-02,,
CMPL-41035,Garbage Collection,Basharatpur,Medium,Resolved,2024-06-27,2024-07-17,20.0
CMPL-41036,Street Light,Mohaddipur,High,In-Progress,2025-11-23,,
CMPL-41037,Street Light,Indra Nagar,Medium,Pending,2024-05-08,,
CMPL-41038,Street Light,Indra Nagar,Low,Pending,2025-10-07,,
CMPL-41039,Street Light,Golghar,Medium,In-Progress,2025-06-14,,
CMPL-41040,Water Supply,Golghar,High,Pending,2025-06-07,,
CMPL-41041,Street Light,Basharatpur,High,Resolved,2024-11-28,2024-12-03,5.0
CMPL-41042,Water Supply,Civil Lines,High,In-Progress,2025-09-16,,
CMPL-41043,Water Supply,Basharatpur,Low,Pending,2025-03-19,,
CMPL-41044,Street Light,Golghar,Medium,Pending,2024-08-29,,
CMPL-41045,Sewerage,Basharatpur,High,Pending,2025-03-02,,
CMPL-41046,Sewerage,Civil Lines,High,In-Progress,2025-03-03,,
CMPL-41047,Garbage Collection,Golghar,Low,In-Progress,2024-06-07,,
CMPL-41048,Street Light,Basharatpur,High,Resolved,2025-08-08,2025-08-11,3.0
CMPL-41049,Garbage Collection,Golghar,Low,Resolved,2024-07-31,2024-08-20,20.0
CMPL-41050,Water Supply,Golghar,Medium,In-Progress,2024-12-25,,
CMPL-41051,Garbage Collection,Mohaddipur,Medium,Resolved,2026-03-28,2026-04-12,15.0
CMPL-41052,Street Light,Civil Lines,High,Resolved,2025-05-21,2025-05-24,3.0
CMPL-41053,Street Light,Basharatpur,Medium,In-Progress,2026-01-29,,
CMPL-41054,Road Construction,Mohaddipur,Medium,Resolved,2025-12-05,2026-05-08,154.0
CMPL-41055,Road Construction,Basharatpur,High,Pending,2026-03-06,,
CMPL-41056,Road Construction,Civil Lines,High,Resolved,2025-11-25,2026-04-01,127.0
CMPL-41057,Garbage Collection,Mohaddipur,Low,Resolved,2024-04-28,2024-06-04,37.0
CMPL-41058,Garbage Collection,Golghar,High,Resolved,2025-05-21,2025-06-18,28.0
CMPL-41059,Street Light,Civil Lines,Low,In-Progress,2025-07-26,,
CMPL-41060,Road Construction,Basharatpur,High,Pending,2026-04-14,,
CMPL-41061,Sewerage,Basharatpur,Medium,In-Progress,2024-05-31,,
CMPL-41062,Road Construction,Basharatpur,Medium,In-Progress,2025-09-09,,
CMPL-41063,Water Supply,Civil Lines,High,Pending,2025-03-04,,
CMPL-41064,Water Supply,Basharatpur,High,In-Progress,2024-06-29,,
CMPL-41065,Sewerage,Basharatpur,Medium,Resolved,2024-06-09,2024-07-30,51.0
CMPL-41066,Water Supply,Golghar,Medium,Resolved,2026-04-02,2026-04-17,15.0
CMPL-41067,Road Construction,Mohaddipur,Low,In-Progress,2024-09-13,,
CMPL-41068,Garbage Collection,Golghar,Medium,Pending,2025-12-01,,
CMPL-41069,Sewerage,Golghar,High,In-Progress,2024-08-18,,
CMPL-41070,Street Light,Indra Nagar,Medium,In-Progress,2024-05-12,,
CMPL-41071,Sewerage,Golghar,High,Resolved,2024-08-22,2024-10-10,49.0
CMPL-41072,Sewerage,Basharatpur,Low,Pending,2024-05-23,,
CMPL-41073,Water Supply,Mohaddipur,High,Pending,2026-01-15,,
CMPL-41074,Sewerage,Basharatpur,Low,Resolved,2026-01-10,2026-02-11,32.0
CMPL-41075,Sewerage,Mohaddipur,High,In-Progress,2025-11-20,,
CMPL-41076,Sewerage,Civil Lines,High,In-Progress,2026-01-20,,
CMPL-41077,Garbage Collection,Mohaddipur,Low,Resolved,2026-04-06,2026-05-21,45.0
CMPL-41078,Water Supply,Civil Lines,Low,Resolved,2025-06-20,2025-07-12,22.0
CMPL-41079,Street Light,Golghar,Low,In-Progress,2024-05-11,,
CMPL-41080,Garbage Collection,Golghar,Medium,Resolved,2026-04-08,2026-05-22,44.0
CMPL-41081,Garbage Collection,Basharatpur,Low,In-Progress,2025-02-04,,
CMPL-41082,Sewerage,Golghar,Low,In-Progress,2024-07-01,,
CMPL-41083,Garbage Collection,Golghar,Low,Resolved,2025-03-19,2025-04-26,38.0
CMPL-41084,Garbage Collection,Basharatpur,Medium,Resolved,2024-08-02,2024-08-08,6.0
CMPL-41085,Garbage Collection,Golghar,High,In-Progress,2025-05-05,,
CMPL-41086,Water Supply,Civil Lines,Low,Resolved,2026-02-14,2026-02-23,9.0
CMPL-41087,Street Light,Mohaddipur,Low,In-Progress,2025-05-26,,
CMPL-41088,Sewerage,Golghar,Low,In-Progress,2025-08-09,,
CMPL-41089,Road Construction,Basharatpur,Low,In-Progress,2024-05-24,,
CMPL-41090,Road Construction,Basharatpur,High,Pending,2026-03-19,,
CMPL-41091,Garbage Collection,Indra Nagar,High,In-Progress,2025-05-11,,
CMPL-41092,Water Supply,Indra Nagar,Medium,Resolved,2025-10-08,2025-12-04,57.0
CMPL-41093,Road Construction,Basharatpur,Low,Resolved,2024-12-21,2025-05-14,144.0
CMPL-41094,Water Supply,Civil Lines,Low,In-Progress,2025-10-13,,
CMPL-41095,Water Supply,Mohaddipur,High,In-Progress,2025-04-21,,
CMPL-41096,Road Construction,Mohaddipur,High,Resolved,2025-12-28,2026-02-01,35.0
CMPL-41097,Road Construction,Basharatpur,High,In-Progress,2026-02-28,,
CMPL-41098,Water Supply,Basharatpur,Medium,Resolved,2024-07-11,2024-08-29,49.0
CMPL-41099,Street Light,Mohaddipur,Medium,Resolved,2026-03-25,2026-04-02,8.0
CMPL-41100,Garbage Collection,Golghar,High,Resolved,2025-05-12,2025-06-07,26.0
CMPL-41101,Street Light,Basharatpur,High,In-Progress,2025-09-13,,
CMPL-41102,Garbage Collection,Mohaddipur,Low,Pending,2024-06-18,,
CMPL-41103,Garbage Collection,Mohaddipur,Low,Resolved,2024-06-06,2024-07-12,36.0
CMPL-41104,Road Construction,Civil Lines,Low,Pending,2025-10-08,,
CMPL-41105,Garbage Collection,Indra Nagar,Low,Pending,2024-08-20,,
CMPL-41106,Water Supply,Civil Lines,Medium,In-Progress,2025-08-19,,
CMPL-41107,Sewerage,Indra Nagar,High,Resolved,2024-09-04,2024-10-31,57.0
CMPL-41108,Water Supply,Golghar,High,Pending,2025-06-24,,
CMPL-41109,Street Light,Indra Nagar,Medium,Resolved,2024-12-30,2025-01-14,15.0
CMPL-41110,Sewerage,Golghar,Medium,Pending,2025-08-23,,
CMPL-41111,Street Light,Golghar,High,In-Progress,2024-08-17,,
CMPL-41112,Garbage Collection,Civil Lines,Medium,In-Progress,2025-10-27,,
CMPL-41113,Road Construction,Golghar,Medium,Resolved,2025-12-23,2026-06-18,177.0
CMPL-41114,Street Light,Civil Lines,Low,Resolved,2026-02-04,2026-02-10,6.0
CMPL-41115,Water Supply,Basharatpur,High,Resolved,2025-07-21,2025-08-27,37.0
CMPL-41116,Street Light,Basharatpur,Low,Pending,2026-04-08,,
CMPL-41117,Street Light,Civil Lines,High,Pending,2025-12-02,,
CMPL-41118,Street Light,Mohaddipur,High,Pending,2025-06-20,,
CMPL-41119,Sewerage,Basharatpur,High,In-Progress,2025-08-14,,
CMPL-41120,Water Supply,Indra Nagar,Medium,Resolved,2025-06-28,2025-07-03,5.0
CMPL-41121,Water Supply,Indra Nagar,High,Resolved,2026-02-09,2026-03-29,48.0
CMPL-41122,Water Supply,Mohaddipur,Medium,In-Progress,2025-05-22,,
CMPL-41123,Street Light,Golghar,Medium,In-Progress,2025-03-11,,
CMPL-41124,Garbage Collection,Golghar,Medium,In-Progress,2024-08-16,,
CMPL-41125,Street Light,Golghar,Low,Pending,2024-09-19,,
CMPL-41126,Road Construction,Basharatpur,Low,In-Progress,2025-05-03,,
CMPL-41127,Sewerage,Golghar,High,Resolved,2025-09-24,2025-10-18,24.0
CMPL-41128,Street Light,Indra Nagar,Medium,Pending,2025-03-15,,
CMPL-41129,Sewerage,Mohaddipur,Low,Pending,2024-11-01,,
CMPL-41130,Sewerage,Golghar,Medium,Pending,2025-01-03,,
CMPL-41131,Garbage Collection,Golghar,Low,Resolved,2025-03-28,2025-04-11,14.0
CMPL-41132,Road Construction,Golghar,High,Pending,2025-12-21,,
CMPL-41133,Water Supply,Mohaddipur,Low,In-Progress,2025-04-01,,
CMPL-41134,Street Light,Golghar,Low,Pending,2025-06-03,,
CMPL-41135,Garbage Collection,Golghar,High,In-Progress,2025-03-30,,
CMPL-41136,Garbage Collection,Mohaddipur,Medium,Pending,2025-02-17,,
CMPL-41137,Street Light,Indra Nagar,High,Resolved,2025-12-21,2025-12-22,1.0
CMPL-41138,Street Light,Basharatpur,Medium,Resolved,2024-07-21,2024-08-03,13.0
CMPL-41139,Sewerage,Mohaddipur,Low,Resolved,2024-05-02,2024-05-15,13.0
CMPL-41140,Garbage Collection,Basharatpur,Low,In-Progress,2024-11-25,,
CMPL-41141,Street Light,Basharatpur,High,Resolved,2024-06-24,2024-07-03,9.0
CMPL-41142,Water Supply,Golghar,Low,Pending,2025-09-25,,
CMPL-41143,Sewerage,Basharatpur,Low,Pending,2025-05-14,,
CMPL-41144,Garbage Collection,Mohaddipur,High,In-Progress,2025-08-12,,
CMPL-41145,Water Supply,Indra Nagar,High,Pending,2025-03-17,,
CMPL-41146,Sewerage,Civil Lines,Low,Pending,2026-03-25,,
CMPL-41147,Garbage Collection,Civil Lines,Medium,Resolved,2024-07-25,2024-08-06,12.0
CMPL-41148,Street Light,Golghar,Low,In-Progress,2024-09-02,,
CMPL-41149,Water Supply,Basharatpur,Medium,Resolved,2025-03-19,2025-05-03,45.0
CMPL-41150,Road Construction,Indra Nagar,High,In-Progress,2025-12-22,,
CMPL-41151,Sewerage,Basharatpur,High,In-Progress,2025-10-01,,
CMPL-41152,Sewerage,Indra Nagar,Medium,Pending,2026-03-10,,
CMPL-41153,Road Construction,Golghar,Medium,Pending,2026-03-02,,
CMPL-41154,Street Light,Mohaddipur,Medium,Pending,2025-11-02,,
CMPL-41155,Road Construction,Civil Lines,Medium,Resolved,2026-03-28,2026-05-19,52.0
CMPL-41156,Water Supply,Civil Lines,High,Pending,2024-09-12,,
CMPL-41157,Road Construction,Indra Nagar,Medium,Resolved,2025-11-05,2026-03-26,141.0
CMPL-41158,Water Supply,Civil Lines,Low,Resolved,2025-08-16,2025-10-07,52.0
CMPL-41159,Street Light,Basharatpur,Low,Pending,2024-09-18,,
CMPL-41160,Water Supply,Indra Nagar,Medium,In-Progress,2024-08-12,,
CMPL-41161,Water Supply,Golghar,Low,Resolved,2024-09-19,2024-11-02,44.0
CMPL-41162,Street Light,Mohaddipur,High,In-Progress,2025-09-06,,
CMPL-41163,Road Construction,Golghar,Medium,Pending,2025-07-13,,
CMPL-41164,Water Supply,Basharatpur,Low,Resolved,2024-12-22,2025-02-14,54.0
CMPL-41165,Water Supply,Civil Lines,Medium,In-Progress,2025-12-28,,
CMPL-41166,Sewerage,Civil Lines,Low,Resolved,2024-12-14,2024-12-22,8.0
CMPL-41167,Garbage Collection,Indra Nagar,Low,Resolved,2025-08-13,2025-09-19,37.0
CMPL-41168,Street Light,Civil Lines,Medium,Resolved,2025-11-10,2025-11-17,7.0
CMPL-41169,Road Construction,Mohaddipur,High,In-Progress,2026-02-25,,
CMPL-41170,Road Construction,Civil Lines,Low,Resolved,2025-01-13,2025-05-12,119.0
CMPL-41171,Garbage Collection,Mohaddipur,High,In-Progress,2026-03-09,,
CMPL-41172,Garbage Collection,Indra Nagar,Medium,In-Progress,2024-11-03,,
CMPL-41173,Water Supply,Indra Nagar,Medium,In-Progress,2024-08-09,,
CMPL-41174,Garbage Collection,Basharatpur,Low,In-Progress,2024-10-22,,
CMPL-41175,Garbage Collection,Golghar,High,In-Progress,2024-09-07,,
CMPL-41176,Street Light,Mohaddipur,Medium,In-Progress,2024-06-17,,
CMPL-41177,Road Construction,Indra Nagar,Low,Resolved,2025-03-08,2025-06-17,101.0
CMPL-41178,Garbage Collection,Mohaddipur,High,In-Progress,2024-05-06,,
CMPL-41179,Garbage Collection,Basharatpur,High,Pending,2024-10-18,,
CMPL-41180,Water Supply,Golghar,Medium,Resolved,2025-12-07,2026-01-13,37.0
CMPL-41181,Water Supply,Golghar,Low,In-Progress,2025-11-14,,
CMPL-41182,Water Supply,Civil Lines,Medium,Resolved,2024-12-06,2024-12-25,19.0
CMPL-41183,Sewerage,Civil Lines,Low,In-Progress,2025-09-01,,
CMPL-41184,Road Construction,Civil Lines,High,Pending,2024-04-29,,
CMPL-41185,Street Light,Civil Lines,Medium,Resolved,2025-11-18,2025-11-26,8.0
CMPL-41186,Street Light,Civil Lines,Low,In-Progress,2025-12-15,,
CMPL-41187,Garbage Collection,Civil Lines,High,Resolved,2024-12-30,2025-01-12,13.0
CMPL-41188,Street Light,Civil Lines,High,In-Progress,2025-08-17,,
CMPL-41189,Garbage Collection,Indra Nagar,Medium,Resolved,2025-02-27,2025-03-21,22.0
CMPL-41190,Street Light,Indra Nagar,Low,Resolved,2026-03-21,2026-03-30,9.0
CMPL-41191,Street Light,Golghar,Low,Pending,2025-09-26,,
CMPL-41192,Sewerage,Civil Lines,High,Resolved,2024-05-25,2024-06-22,28.0
CMPL-41193,Street Light,Golghar,Medium,Pending,2024-09-24,,
CMPL-41194,Road Construction,Mohaddipur,Medium,Pending,2024-06-08,,
CMPL-41195,Street Light,Golghar,Medium,Resolved,2024-05-20,2024-06-01,12.0
CMPL-41196,Garbage Collection,Golghar,Medium,Resolved,2024-09-20,2024-11-09,50.0
CMPL-41197,Street Light,Basharatpur,High,Resolved,2025-09-16,2025-09-30,14.0
CMPL-41198,Sewerage,Basharatpur,High,Pending,2026-02-15,,
CMPL-41199,Road Construction,Basharatpur,High,In-Progress,2024-09-29,,
CMPL-41200,Water Supply,Civil Lines,Low,Pending,2024-08-26,,
CMPL-41201,Street Light,Civil Lines,High,In-Progress,2024-11-20,,
CMPL-41202,Sewerage,Golghar,Low,In-Progress,2026-02-03,,
CMPL-41203,Road Construction,Golghar,High,In-Progress,2025-02-08,,
CMPL-41204,Sewerage,Indra Nagar,High,Pending,2024-09-17,,
CMPL-41205,Water Supply,Civil Lines,High,In-Progress,2024-06-29,,
CMPL-41206,Sewerage,Mohaddipur,Low,Pending,2025-07-22,,
CMPL-41207,Road Construction,Mohaddipur,Low,In-Progress,2024-08-25,,
CMPL-41208,Garbage Collection,Civil Lines,Medium,Resolved,2026-02-18,2026-03-06,16.0
CMPL-41209,Road Construction,Basharatpur,High,In-Progress,2024-12-04,,
CMPL-41210,Garbage Collection,Golghar,High,Pending,2025-03-19,,
CMPL-41211,Garbage Collection,Civil Lines,Medium,Pending,2026-04-03,,
CMPL-41212,Water Supply,Golghar,Medium,In-Progress,2024-10-20,,
CMPL-41213,Sewerage,Indra Nagar,Low,In-Progress,2025-02-10,,
CMPL-41214,Road Construction,Mohaddipur,Low,In-Progress,2024-05-08,,
CMPL-41215,Sewerage,Mohaddipur,Low,Resolved,2025-10-11,2025-11-25,45.0
CMPL-41216,Water Supply,Golghar,Medium,Resolved,2024-06-13,2024-07-31,48.0
CMPL-41217,Garbage Collection,Mohaddipur,Medium,Resolved,2024-10-27,2024-11-26,30.0
CMPL-41218,Sewerage,Golghar,Low,Pending,2025-02-23,,
CMPL-41219,Street Light,Basharatpur,High,Resolved,2026-04-09,2026-04-22,13.0
CMPL-41220,Street Light,Indra Nagar,Low,In-Progress,2025-11-22,,
CMPL-41221,Garbage Collection,Mohaddipur,High,In-Progress,2024-10-10,,
CMPL-41222,Garbage Collection,Civil Lines,Medium,Pending,2024-10-25,,
CMPL-41223,Water Supply,Civil Lines,High,In-Progress,2026-03-17,,
CMPL-41224,Sewerage,Civil Lines,Low,Resolved,2026-03-15,2026-04-17,33.0
CMPL-41225,Water Supply,Golghar,Low,Pending,2025-04-16,,
CMPL-41226,Street Light,Basharatpur,Low,Resolved,2025-10-23,2025-10-24,1.0
CMPL-41227,Water Supply,Civil Lines,Low,In-Progress,2025-10-25,,
CMPL-41228,Sewerage,Mohaddipur,Medium,Resolved,2024-12-30,2025-02-03,35.0
CMPL-41229,Water Supply,Basharatpur,Low,In-Progress,2024-12-28,,
CMPL-41230,Sewerage,Golghar,Low,Resolved,2026-03-10,2026-04-20,41.0
CMPL-41231,Street Light,Indra Nagar,High,Resolved,2025-10-04,2025-10-08,4.0
CMPL-41232,Road Construction,Mohaddipur,Low,Pending,2026-01-07,,
CMPL-41233,Street Light,Indra Nagar,High,Resolved,2025-02-27,2025-02-28,1.0
CMPL-41234,Road Construction,Indra Nagar,High,Resolved,2026-01-28,2026-03-14,45.0
CMPL-41235,Sewerage,Golghar,Medium,Resolved,2026-04-11,2026-05-10,29.0
CMPL-41236,Garbage Collection,Golghar,Medium,Resolved,2025-10-11,2025-11-24,44.0
CMPL-41237,Road Construction,Golghar,Medium,In-Progress,2024-05-13,,
CMPL-41238,Road Construction,Golghar,Medium,Resolved,2024-09-11,2024-12-23,103.0
CMPL-41239,Street Light,Golghar,Low,In-Progress,2025-11-01,,
CMPL-41240,Garbage Collection,Civil Lines,Medium,Pending,2024-09-14,,
CMPL-41241,Water Supply,Mohaddipur,Medium,Pending,2024-07-22,,
CMPL-41242,Water Supply,Civil Lines,Medium,Resolved,2026-02-20,2026-04-11,50.0
CMPL-41243,Sewerage,Indra Nagar,Medium,In-Progress,2025-10-07,,
CMPL-41244,Road Construction,Mohaddipur,Low,Resolved,2025-06-05,2025-08-09,65.0
CMPL-41245,Road Construction,Indra Nagar,Low,In-Progress,2025-12-24,,
CMPL-41246,Water Supply,Indra Nagar,Medium,In-Progress,2024-06-29,,
CMPL-41247,Sewerage,Golghar,High,Pending,2024-07-28,,
CMPL-41248,Sewerage,Civil Lines,Low,Resolved,2024-10-24,2024-11-29,36.0
CMPL-41249,Garbage Collection,Indra Nagar,High,Pending,2024-07-30,,
CMPL-41250,Garbage Collection,Basharatpur,Low,Resolved,2024-08-17,2024-09-02,16.0
CMPL-41251,Water Supply,Golghar,High,Resolved,2025-09-21,2025-10-24,33.0
CMPL-41252,Road Construction,Basharatpur,Medium,In-Progress,2024-11-27,,
CMPL-41253,Road Construction,Golghar,Medium,In-Progress,2025-03-15,,
CMPL-41254,Water Supply,Mohaddipur,Low,Pending,2026-01-02,,
CMPL-41255,Street Light,Basharatpur,Medium,Pending,2025-11-02,,
CMPL-41256,Street Light,Indra Nagar,Medium,Pending,2026-04-04,,
CMPL-41257,Road Construction,Indra Nagar,High,In-Progress,2024-09-20,,
CMPL-41258,Water Supply,Basharatpur,Medium,In-Progress,2025-03-05,,
CMPL-41259,Road Construction,Basharatpur,Low,In-Progress,2024-12-25,,
CMPL-41260,Road Construction,Mohaddipur,Medium,In-Progress,2025-01-29,,
CMPL-41261,Road Construction,Basharatpur,High,Pending,2025-08-22,,
